Course Code,Professor,Quarter,Enrolled Count,Course Rec %,Prof Rec %,Hours/Week,Grade
,"Crowell, John E",FA16,326,87.3%,53.0%,7.67,B- (2.72)
,"Crowell, John E",FA15,352,76.9%,38.7%,7.22,B- (2.79)
,"Crowell, John E",FA15,413,81.7%,34.9%,6.99,B- (2.79)
,"Crowell, John E",FA14,349,86.0%,44.6%,6.68,B- (2.95)
,"Crowell, John E",FA14,407,83.0%,52.1%,6.83,B- (2.95)
,"Crowell, John E",SP13,177,56.6%,28.3%,6.23,C+ (2.37)
,"Crowell, John E",FA12,393,81.6%,37.4%,7.22,C+ (2.67)
,"Crowell, John E",FA12,390,73.7%,36.8%,7.88,C+ (2.67)
,"Dommer, Abigail Catherine",S120,79,100.0%,100.0%,8.19,B (3.22)
,"Sailor, Michael Joseph",WI20,366,86.4%,78.1%,6.08,B- (2.90)
,"Schnoebelen, Carly Lynn",FA19,363,96.5%,93.3%,5.19,B- (2.88)
,"Young, Mark",FA19,85,56.8%,55.8%,5.64,B- (2.75)
,"Young, Mark",FA19,150,75.3%,62.5%,6.50,B- (2.77)
,"Hoeger, Carl",FA19,389,87.2%,83.2%,6.14,B (3.01)
,"Hoeger, Carl",S119,56,75.0%,75.0%,9.33,B- (2.84)
,"Hoeger, Carl",S116,51,87.5%,87.5%,8.25,B (3.06)
,"Hoeger, Carl",S115,43,84.6%,92.3%,9.00,C+ (2.67)
,"Hoeger, Carl",WI15,101,92.7%,95.1%,7.01,C+ (2.56)
,"Hoeger, Carl",FA14,404,94.9%,89.9%,7.20,B- (2.96)
,"Hoeger, Carl",S114,64,100.0%,80.0%,8.77,B- (2.75)
,"Hoeger, Carl",FA13,426,94.4%,89.6%,7.90,B- (2.78)
,"Hoeger, Carl",S113,77,81.8%,63.6%,11.05,B- (2.88)
,"Hoeger, Carl",FA12,427,90.6%,90.6%,7.48,B- (2.87)
,"Hoeger, Carl",WI09,325,89.3%,93.1%,6.02,C+ (2.67)
,"Hirschauer, Sonia S",FA18,281,92.0%,96.4%,5.95,C+ (2.67)
,"Swift, Robert Vernon",FA18,140,89.2%,89.2%,5.11,C+ (2.40)
,"Katz, Faith Erin Heffernan",S118,43,84.0%,87.5%,5.70,B (3.23)
,"Schimpf, Alina M",WI18,413,94.6%,91.7%,5.56,C+ (2.33)
,"Schimpf, Alina M",WI17,375,86.6%,63.7%,6.44,C+ (2.59)
,"Johnson, Christina A",FA17,418,90.0%,92.9%,7.11,B (3.05)
,"Johnson, Christina A",FA17,419,95.1%,95.8%,6.85,B (3.05)
,"Johnson, Christina A",FA16,433,92.7%,94.3%,7.35,B (3.18)
,"Johnson, Christina A",FA16,425,93.5%,97.8%,7.88,B (3.18)
,"Johnson, Christina A",FA15,422,94.3%,98.1%,6.86,B (3.16)
,"Johnson, Christina A",WI15,284,90.2%,95.1%,6.65,C+ (2.69)
,"Johnson, Christina A",FA14,413,90.7%,95.9%,7.72,B (3.07)
,"Johnson, Christina A",SP14,261,92.6%,95.1%,7.46,C+ (2.66)
,"Johnson, Christina A",WI14,409,91.2%,95.6%,7.06,B- (2.88)
,"Johnson, Christina A",FA13,381,94.4%,96.7%,6.89,B (3.03)
,"Johnson, Christina A",WI13,361,93.9%,97.2%,7.28,B- (2.85)
,"Ray, Amelia W",FA17,415,97.7%,98.4%,5.50,B (3.18)
,"Ray, Amelia W",S217,73,89.7%,100.0%,8.50,N/A
,"Holland, Ryan Lynn",FA17,149,90.0%,75.0%,5.32,B (3.24)
,"Berniolles, Sandrine",FA16,205,95.5%,93.6%,6.50,B (3.06)
,"Berniolles, Sandrine",FA16,397,93.7%,87.9%,6.35,B (3.06)
,"Moore, Amy Lea",FA16,327,94.5%,90.1%,6.30,B (3.08)
,"Fisher, Kaitlin Mallory",S216,64,96.6%,93.1%,7.33,B+ (3.51)
,"Fisher, Kaitlin Mallory",WI16,211,92.8%,93.8%,6.64,B (3.19)
,"Dibrov, Sergey M",WI16,128,78.3%,47.0%,6.25,C (2.24)
,"Dembinski, Holly",WI16,248,82.6%,46.1%,6.19,B- (2.78)
,"Dembinski, Holly",FA15,355,86.6%,55.5%,6.25,B- (2.94)
,"Zimmermann, Joerg",FA15,342,85.8%,64.7%,6.72,B (3.09)
,"Zimmermann, Joerg",SP15,125,84.1%,59.1%,4.59,C+ (2.64)
,"Zimmermann, Joerg",FA14,319,87.5%,64.8%,6.29,B- (2.94)
,"Zimmermann, Joerg",FA13,334,93.2%,61.7%,6.28,B- (2.98)
,"Hamaoka, Brent Y",FA14,316,94.1%,88.8%,5.57,B (3.11)
,"Hamaoka, Brent Y",S214,53,91.7%,83.3%,8.67,C+ (2.54)
,"Sinha, Amitabha",WI14,293,82.2%,63.7%,6.36,C+ (2.49)
,"Sinha, Amitabha",WI13,264,83.6%,54.1%,6.87,C+ (2.37)
,"Sinha, Amitabha",WI09,312,76.3%,58.6%,6.34,C+ (2.53)
,"Trogler, William C",WI14,346,93.2%,75.8%,5.90,B- (2.85)
,"Trogler, William C",WI13,248,92.2%,85.4%,5.98,B- (2.92)
,"Czworkowski, John",FA13,419,89.5%,78.7%,6.06,C+ (2.66)
,"Czworkowski, John",FA13,423,89.9%,77.1%,6.29,C+ (2.66)
,"Czworkowski, John",FA12,376,90.6%,78.8%,6.13,C+ (2.68)
,"Czworkowski, John",FA12,367,91.1%,70.8%,6.22,C+ (2.68)
,"Lennox, Joseph",FA13,407,87.9%,67.7%,7.33,B (3.07)
,"Lennox, Joseph",S213,40,90.3%,90.3%,8.89,B- (2.96)
,"Hoeger, Carl                       ",S112,88,91.7%,91.7%,10.00,B- (2.86)
,"Hoeger, Carl                       ",S111,91,83.3%,83.3%,9.25,C+ (2.67)
,"Hoeger, Carl                       ",WI11,307,96.0%,98.0%,8.33,B- (2.78)
,"Hoeger, Carl                       ",SU10,80,85.0%,68.4%,11.80,N/A
,"Hoeger, Carl                       ",WI10,307,90.6%,94.0%,8.26,C+ (2.69)
,"Hoeger, Carl                       ",SU09,67,81.8%,77.3%,9.32,N/A
,"Hoeger, Carl                       ",SU08,66,91.4%,97.1%,9.15,N/A
,"Tezcan, Faik                       ",SP12,178,80.0%,88.2%,7.26,C+ (2.38)
,"Tezcan, Faik                       ",SP11,194,85.5%,84.0%,7.50,C+ (2.42)
,"Tezcan, Faik                       ",SP10,157,82.4%,79.7%,6.14,C- (1.96)
,"Tezcan, Faik                       ",SP09,251,85.1%,90.8%,5.37,C (2.19)
,"Sinha, Amitabha                    ",WI12,186,79.7%,63.3%,7.06,C+ (2.41)
,"Sinha, Amitabha                    ",WI11,279,85.3%,65.9%,7.21,C+ (2.34)
,"Sinha, Amitabha                    ",WI10,116,80.4%,66.7%,7.57,C+ (2.36)
,"Johnson, Christina A               ",WI12,297,89.1%,94.9%,8.40,B- (2.81)
,"Johnson, Christina A               ",FA10,330,92.5%,96.2%,8.63,B (3.24)
,"Johnson, Christina A               ",FA09,340,95.8%,99.3%,7.56,B- (2.88)
,"Johnson, Christina A               ",FA08,336,91.3%,98.6%,6.22,B- (2.85)
,"Trogler, William C                 ",WI12,267,85.7%,82.4%,6.88,B- (2.80)
,"Trogler, William C                 ",WI11,239,88.4%,86.0%,6.83,B- (2.90)
,"Magde, Douglas                     ",FA11,314,85.5%,42.2%,6.85,C+ (2.64)
,"Magde, Douglas                     ",FA10,328,89.6%,56.4%,7.43,B- (2.80)
,"Czworkowski, John                  ",FA11,277,86.4%,55.6%,7.69,C+ (2.59)
,"Czworkowski, John                  ",FA11,306,81.8%,68.5%,7.47,C+ (2.59)
,"Czworkowski, John                  ",FA10,342,89.0%,75.5%,6.56,B- (2.83)
,"Czworkowski, John                  ",FA10,340,92.1%,77.2%,6.74,B- (2.83)
,"Czworkowski, John                  ",FA09,279,86.3%,61.9%,6.68,C+ (2.68)
,"Czworkowski, John                  ",FA09,252,82.7%,64.0%,5.94,C+ (2.68)
,"Czworkowski, John                  ",FA08,298,75.5%,61.8%,6.27,C+ (2.54)
,"Czworkowski, John                  ",FA08,327,81.8%,59.0%,6.15,C+ (2.54)
,"Sailor, Michael Joseph             ",FA11,327,95.4%,93.7%,6.09,B (3.26)
,"Sailor, Michael Joseph             ",FA10,318,95.4%,91.4%,6.14,B- (2.89)
,"Crowell, John E                    ",FA11,377,82.5%,59.2%,8.19,C+ (2.57)
,"Weinberger, Leor                   ",WI10,302,90.7%,79.1%,5.61,B- (2.90)
,"Stuart, Christina                  ",FA09,328,90.0%,92.3%,7.40,C+ (2.66)
,"Stuart, Christina                  ",FA09,333,93.8%,92.1%,7.68,C+ (2.66)
,"Brydges, Stacey                    ",SU09,36,100.0%,100.0%,8.33,N/A
,"brydges, stacey                    ",FA08,316,81.2%,73.2%,6.06,C+ (2.49)
,"brydges, stacey                    ",FA08,323,86.9%,76.6%,6.97,C+ (2.49)
,"Pomeroy, Robert S.                 ",SU08,21,100.0%,91.7%,7.17,N/A
,"Tezcan, Faik                  ",SP08,179,90.4%,95.2%,4.90,C (2.30)
,"Winn, Darby Lee               ",WI08,316,85.0%,81.7%,5.80,C+ (2.56)
,"Hoeger, Carl                  ",WI08,307,89.4%,97.8%,6.45,B- (2.78)
,"Hoeger, Carl                  ",SU07,66,81.8%,93.9%,9.31,N/A
,"Pomeroy, Robert S.            ",FA07,278,87.4%,78.6%,6.18,C+ (2.37)
,"Pomeroy, Robert S.            ",FA07,330,83.3%,83.0%,6.17,C+ (2.37)
,"Czworkowski, John             ",FA07,334,73.3%,57.0%,6.77,C+ (2.58)
,"Czworkowski, John             ",FA07,346,82.0%,60.8%,6.20,C+ (2.58)
,"Johnson, Christina A          ",FA07,352,94.6%,99.6%,6.49,B (3.00)
CHEM 6B,"Lam, Tin Yiu",FA21,250,78.0%,78.7%,6.63,B- (2.72)
,"Lam, Tin Yiu",S221,65,88.2%,88.2%,8.97,B- (2.98)
,"Lam, Tin Yiu",WI21,217,88.9%,87.9%,7.03,B (3.16)
,"Lam, Tin Yiu",WI21,217,85.0%,79.2%,6.52,B (3.03)
,"Lam, Tin Yiu",WI20,392,74.8%,66.2%,7.42,B- (2.82)
,"Lam, Tin Yiu",WI19,410,72.8%,71.8%,6.44,B- (2.83)
,"Lam, Tin Yiu",WI18,380,90.1%,93.7%,6.54,B (3.07)
,"Lam, Tin Yiu",WI17,285,91.0%,90.3%,7.20,B- (2.86)
,"Edwards, Madison Marie",S121,112,93.2%,100.0%,6.45,B- (2.97)
,"Young, Mark",SP21,254,67.5%,72.6%,7.63,B- (2.90)
,"Young, Mark",SP21,219,74.2%,75.3%,6.84,B- (2.79)
,"Young, Mark",SP20,280,72.4%,57.4%,6.53,B- (2.96)
,"Young, Mark",SP20,221,68.7%,63.3%,7.04,B (3.01)
,"Young, Mark",SP19,336,72.4%,58.2%,6.50,C+ (2.62)
,"Young, Mark",WI19,182,65.5%,51.4%,7.06,B- (2.73)
,"Young, Mark",FA18,228,73.5%,77.9%,6.80,C+ (2.63)
,"Stallings, Dontarie M",WI21,231,84.9%,81.6%,6.92,B (3.04)
,"Stallings, Dontarie M",WI21,311,80.8%,80.3%,7.43,C+ (2.69)
,"Stallings, Dontarie M",S120,121,93.1%,96.6%,8.57,B- (2.99)
,"Hoeger, Carl",WI21,222,72.8%,50.4%,7.81,B+ (3.33)
,"Hoeger, Carl",S118,49,77.3%,77.3%,9.80,B- (2.85)
,"Hoeger, Carl",WI18,306,84.1%,78.2%,7.40,B- (2.91)
,"Hoeger, Carl",SP17,269,88.5%,91.0%,8.12,B- (2.89)
,"Hoeger, Carl",WI16,375,92.5%,86.8%,7.57,B- (2.83)
,"Hoeger, Carl",FA15,220,89.0%,89.0%,7.83,C+ (2.64)
,"Hoeger, Carl",WI15,399,90.6%,83.3%,7.54,B- (2.84)
,"Hoeger, Carl",WI13,352,88.0%,83.8%,8.09,B- (2.79)
,"Komor, Alexis C",WI21,291,89.7%,90.1%,6.71,B+ (3.43)
,"Komor, Alexis C",WI20,194,89.9%,92.8%,5.15,B (3.16)
,"Komor, Alexis C",WI19,178,83.2%,83.8%,4.99,B- (2.79)
,"Komor, Alexis C",WI18,241,80.8%,71.3%,6.30,C+ (2.53)
,"Schurmeier, Kimberly",WI21,237,84.3%,80.1%,6.55,B (3.11)
,"Crowell, John E",FA20,236,63.3%,43.9%,7.57,B- (2.81)
,"Crowell, John E",WI20,54,78.1%,61.3%,6.88,B- (2.83)
,"Crowell, John E",WI20,81,73.7%,47.4%,7.34,C+ (2.65)
,"Crowell, John E",FA19,193,58.6%,51.5%,7.35,B- (2.75)
,"Crowell, John E",SP19,181,59.7%,42.6%,7.05,C+ (2.45)
,"Crowell, John E",WI19,125,68.9%,57.4%,6.60,B- (2.75)
,"Crowell, John E",WI18,167,75.8%,61.8%,6.19,B- (2.71)
,"Crowell, John E",WI17,195,80.6%,55.6%,7.53,B- (2.73)
,"Crowell, John E",SP14,372,72.1%,54.4%,7.31,C+ (2.58)
,"Crowell, John E",WI14,425,83.8%,47.9%,6.88,B- (2.75)
,"Crowell, John E",WI14,429,89.1%,52.5%,6.73,B- (2.75)
,"Crowell, John E",WI13,329,86.2%,55.8%,6.52,B- (2.88)
,"Crowell, John E",WI09,304,78.5%,67.1%,7.18,C+ (2.53)
,"Crocker, Daniel Robert",S220,49,77.8%,55.6%,11.50,B- (2.82)
,"Albizati, Kim F.",WI20,305,90.6%,89.2%,5.09,B (3.12)
,"Albizati, Kim F.",SP18,257,81.0%,79.8%,6.38,B- (2.76)
,"Albizati, Kim F.",FA13,222,91.4%,95.7%,5.98,B- (2.76)
,"Albizati, Kim F.",FA12,321,93.1%,93.8%,7.47,B- (2.74)
,"Kummel, Andrew C",WI20,116,88.6%,82.6%,6.30,B (3.00)
,"Kummel, Andrew C",WI19,246,82.1%,78.4%,7.06,B- (2.78)
,"Kummel, Andrew C",WI18,142,84.4%,79.2%,7.11,B- (2.78)
,"Kummel, Andrew C",WI17,211,92.1%,81.2%,6.60,C+ (2.69)
,"Kummel, Andrew C",WI16,378,90.9%,91.3%,6.25,B- (2.86)
,"Kummel, Andrew C",WI15,388,91.3%,83.5%,6.81,B- (2.75)
,"Kummel, Andrew C",WI14,416,88.2%,85.0%,7.11,B- (2.70)
,"Kummel, Andrew C",WI13,319,85.0%,83.5%,7.50,C+ (2.64)
,"Kummel, Andrew C",WI09,295,82.3%,91.9%,6.45,C+ (2.68)
,"Bussey, Thomas J",WI20,399,89.6%,94.5%,6.19,B- (2.86)
,"Bussey, Thomas J",SP18,275,89.9%,95.8%,7.19,C+ (2.40)
,"Bussey, Thomas J",WI17,407,92.3%,91.8%,6.35,B- (2.73)
,"Bussey, Thomas J",FA16,210,89.1%,99.0%,5.79,C+ (2.70)
,"Bussey, Thomas J",S116,56,100.0%,100.0%,8.50,B- (2.86)
,"Bussey, Thomas J",S115,45,88.9%,88.9%,8.50,C+ (2.63)
,"Berman, Judd Moss",S219,41,92.9%,78.6%,8.50,C+ (2.51)
,"Leigh, Brian",S119,68,90.9%,100.0%,9.41,B- (2.84)
,"Leigh, Brian",WI15,356,91.3%,95.3%,6.28,B- (2.77)
,"Leigh, Brian",S114,50,100.0%,100.0%,8.30,B- (2.73)
,"Brydges, Stacey",WI19,411,91.2%,88.8%,5.87,B (3.01)
,"Schnoebelen, Carly Lynn",WI19,244,93.2%,96.6%,4.68,B- (2.72)
,"Johnson, Christina A",S218,44,100.0%,100.0%,9.95,B- (2.82)
,"Johnson, Christina A",WI18,412,90.4%,91.9%,8.16,B (3.04)
,"Johnson, Christina A",S217,49,93.3%,93.3%,9.97,N/A
,"Johnson, Christina A",WI17,426,93.6%,91.8%,7.89,B (3.05)
,"Johnson, Christina A",S216,37,92.3%,84.6%,11.58,C+ (2.69)
,"Johnson, Christina A",WI16,428,89.4%,92.1%,7.65,B (3.03)
,"Johnson, Christina A",S215,34,90.0%,100.0%,9.30,C+ (2.53)
,"Johnson, Christina A",SP15,373,84.8%,91.8%,7.67,C+ (2.64)
,"Johnson, Christina A",S214,61,71.4%,100.0%,9.07,B- (2.73)
,"Johnson, Christina A",SP14,440,85.2%,93.4%,7.48,B- (2.75)
,"Johnson, Christina A",S213,39,88.0%,96.0%,9.62,B- (2.87)
,"Johnson, Christina A",SP13,350,89.8%,95.8%,7.01,B- (2.71)
,"Johnson, Christina A",SP13,306,84.8%,97.1%,7.67,B- (2.71)
,"Johnson, Christina A",WI09,322,86.0%,97.9%,6.81,B- (2.76)
,"Buyanin, Alex",FA17,190,70.5%,69.0%,7.57,B- (2.71)
,"Buyanin, Alex",S117,45,86.7%,92.9%,9.57,B- (2.86)
,"Buyanin, Alex",WI17,345,82.8%,61.2%,7.07,C+ (2.55)
,"Trogler, William C",SP17,261,82.8%,74.1%,7.05,C+ (2.65)
,"Trogler, William C",WI16,384,92.6%,79.6%,6.28,B (3.24)
,"Trogler, William C",WI15,352,91.1%,75.7%,5.90,B- (2.98)
,"Fisher, Kaitlin Mallory",SP16,185,91.8%,98.8%,6.55,B (3.20)
,"Fisher, Kaitlin Mallory",SP16,350,94.1%,98.8%,7.11,B (3.20)
,"Hamaoka, Brent Y",WI16,153,83.3%,51.3%,5.29,B- (2.79)
,"Hamaoka, Brent Y",SP15,176,85.7%,71.4%,5.88,C+ (2.46)
,"Hamaoka, Brent Y",FA14,310,92.2%,80.0%,7.04,C+ (2.62)
,"Hamaoka, Brent Y",S113,39,72.7%,100.0%,8.50,C+ (2.56)
,"Muller, Ulrich K.",WI15,372,91.1%,86.1%,5.05,B- (2.87)
,"Muller, Ulrich K.",WI14,408,87.4%,91.2%,5.42,B- (2.98)
,"Muller, Ulrich K.",WI13,358,92.0%,93.0%,5.37,B (3.25)
,"Muller, Ulrich K.",WI09,103,90.0%,77.8%,5.10,C+ (2.54)
,"Johnson, Christina A               ",S212,69,73.3%,93.3%,11.70,B- (2.74)
,"Johnson, Christina A               ",SP12,311,86.1%,94.0%,8.63,B- (2.83)
,"Johnson, Christina A               ",S211,63,83.3%,100.0%,11.17,B- (2.75)
,"Johnson, Christina A               ",WI11,349,91.7%,93.8%,8.42,B- (2.90)
,"Johnson, Christina A               ",SU10,77,85.0%,90.0%,10.60,N/A
,"Johnson, Christina A               ",SP10,333,85.8%,98.0%,8.55,C+ (2.55)
,"Johnson, Christina A               ",WI10,350,92.2%,91.1%,8.82,B- (2.89)
,"Johnson, Christina A               ",WI10,346,90.9%,93.8%,8.41,B- (2.89)
,"Johnson, Christina A               ",SU09,72,75.0%,100.0%,10.00,N/A
,"Johnson, Christina A               ",SP09,319,82.6%,99.0%,6.33,C+ (2.57)
,"Pomeroy, Robert S.                 ",S112,59,87.5%,93.8%,9.63,C+ (2.52)
,"Pomeroy, Robert S.                 ",S111,81,77.5%,92.5%,9.90,C+ (2.48)
,"Pomeroy, Robert S.                 ",SU10,50,83.3%,91.7%,9.33,N/A
,"Pomeroy, Robert S.                 ",SU09,43,90.9%,72.7%,8.68,N/A
,"Pomeroy, Robert S.                 ",SU08,45,84.2%,76.3%,8.82,N/A
,"Crowell, John E                    ",SP12,251,82.6%,67.4%,7.53,C+ (2.31)
,"Crowell, John E                    ",WI12,278,84.6%,50.7%,7.49,C+ (2.66)
,"Crowell, John E                    ",WI12,266,84.1%,59.3%,8.50,C+ (2.66)
,"Crowell, John E                    ",SP11,300,75.9%,58.6%,8.34,C+ (2.55)
,"Crowell, John E                    ",SP11,347,75.8%,57.0%,7.67,C+ (2.55)
,"Crowell, John E                    ",FA10,273,86.2%,74.8%,7.36,C+ (2.46)
,"Crowell, John E                    ",SP10,295,70.9%,53.2%,7.34,C (2.29)
,"Muller, Ulrich K.                  ",WI12,166,94.7%,92.1%,5.45,B- (2.84)
,"Muller, Ulrich K.                  ",WI11,307,91.7%,78.9%,6.06,B- (2.79)
,"Muller, Ulrich K.                  ",WI10,196,91.4%,65.7%,5.06,C+ (2.64)
,"Brydges, Stacey                    ",WI12,306,90.7%,94.4%,7.36,B- (2.86)
,"Brydges, Stacey                    ",WI11,205,86.8%,90.7%,7.34,B- (2.80)
,"Brydges, Stacey                    ",WI10,92,93.2%,93.2%,7.23,B- (2.80)
,"Kummel, Andrew C                   ",WI12,210,82.0%,90.8%,8.61,B- (2.76)
,"Kummel, Andrew C                   ",WI11,365,81.0%,82.0%,8.10,C+ (2.64)
,"Kummel, Andrew C                   ",WI10,339,87.0%,82.2%,7.58,C+ (2.67)
,"Albizati, Kim F.                   ",FA11,291,91.5%,96.5%,7.44,C+ (2.70)
,"Kim, Judy E.                       ",WI11,154,89.8%,81.8%,6.25,B- (2.74)
,"Kim, Judy E.                       ",FA09,269,83.6%,79.3%,6.20,C+ (2.60)
,"Kim, Judy E.                       ",FA08,239,62.9%,37.7%,7.55,C+ (2.63)
,"Hoeger, Carl                       ",SP09,167,92.3%,98.9%,6.59,C+ (2.64)
,"Weinberger, Leor                   ",SP09,184,90.4%,86.7%,5.27,B- (2.79)
,"brydges, stacey",WI09,260,65.4%,63.4%,6.91,C+ (2.57)
,"Ball, Ian James                    ",SU08,56,82.5%,95.0%,8.74,N/A
,"Hoeger, Carl                  ",SP08,316,82.9%,95.7%,6.08,B- (2.82)
,"Dipasquale, Antonio           ",SP08,263,86.6%,87.1%,4.77,B- (2.78)
,"Dipasquale, Antonio           ",WI08,230,90.3%,94.2%,5.22,B- (2.74)
,"Dipasquale, Antonio           ",FA07,314,91.5%,82.5%,5.05,C+ (2.54)
,"Dipasquale, Antonio           ",SU07,104,74.4%,75.3%,7.29,N/A
,"Muller, Ulrich K.             ",WI08,120,74.1%,51.8%,5.90,C+ (2.60)
,"Crowell, John E               ",WI08,336,79.4%,77.5%,5.95,B- (2.77)
,"Crowell, John E               ",WI08,339,84.2%,78.6%,6.11,B- (2.77)
,"Kummel, Andrew C              ",WI08,288,81.0%,91.4%,6.55,C+ (2.60)
CHEM 6C,"Lam, Tin Yiu",FA21,358,64.1%,63.8%,7.30,C+ (2.59)
,"Lam, Tin Yiu",FA20,304,75.2%,77.0%,7.55,C+ (2.61)
,"Lam, Tin Yiu",SP20,228,84.7%,74.6%,6.57,B (3.23)
,"Lam, Tin Yiu",SP19,417,84.0%,88.9%,6.17,B- (2.88)
,"Lam, Tin Yiu",SP18,410,88.1%,94.7%,6.60,B- (2.86)
,"Lam, Tin Yiu",SP17,288,91.6%,87.0%,6.94,B- (2.95)
,"Stallings, Dontarie M",S221,82,83.3%,77.8%,8.83,C (2.02)
,"Stallings, Dontarie M",SP21,277,93.3%,90.6%,5.76,B (3.14)
,"Stallings, Dontarie M",SP21,288,92.3%,92.3%,5.86,B (3.07)
,"Stallings, Dontarie M",S120,150,96.0%,98.4%,7.75,B (3.28)
,"Stallings, Dontarie M",SP20,153,93.6%,93.6%,5.67,B+ (3.50)
,"Stallings, Dontarie M",SP20,165,89.5%,95.1%,5.61,B+ (3.50)
,"Hamaoka, Brent Y",S121,114,48.6%,57.1%,10.56,B- (2.90)
,"Debelouchina, Galia T",SP21,319,88.1%,98.5%,6.50,B+ (3.44)
,"Debelouchina, Galia T",SP20,396,94.8%,98.6%,5.41,B+ (3.43)
,"Debelouchina, Galia T",SP19,394,93.6%,98.1%,5.41,B (3.15)
,"Debelouchina, Galia T",SP18,250,96.7%,98.1%,5.68,B+ (3.33)
,"Brydges, Stacey",SP21,290,84.2%,87.1%,6.72,B+ (3.42)
,"Brydges, Stacey",SP21,306,86.1%,86.7%,7.27,B+ (3.47)
,"Brydges, Stacey",SP20,342,92.3%,93.9%,7.49,B+ (3.65)
,"Brydges, Stacey",SP19,422,87.3%,93.6%,5.58,B (3.14)
,"Brydges, Stacey",SP17,364,89.8%,92.4%,6.36,B (3.18)
,"Brydges, Stacey",WI17,173,85.9%,87.2%,6.37,B- (2.87)
,"Brydges, Stacey",SP16,356,92.9%,95.5%,6.70,B (3.20)
,"Brydges, Stacey",SP15,400,90.1%,98.3%,6.28,B (3.11)
,"Brydges, Stacey",SP14,423,92.2%,92.2%,6.74,B (3.00)
,"Ghosh, Partho",WI21,222,82.0%,90.1%,7.07,B- (2.70)
,"Ghosh, Partho",WI20,178,81.2%,87.1%,6.17,C+ (2.58)
,"Ghosh, Partho",WI19,185,77.9%,81.5%,6.90,C+ (2.48)
,"Ghosh, Partho",WI18,182,75.5%,65.3%,7.07,C+ (2.31)
,"Ghosh, Partho",WI15,305,83.2%,85.7%,6.48,C+ (2.63)
,"Ghosh, Partho",WI14,186,97.3%,90.4%,6.14,C+ (2.58)
,"Ghosh, Partho",WI13,258,89.8%,87.5%,5.78,C+ (2.64)
,"Mantanona, Alex Jason",S220,118,95.2%,85.4%,7.36,B (3.10)
,"Bussey, Thomas J",FA19,392,85.6%,94.5%,7.23,C+ (2.42)
,"Bussey, Thomas J",SP19,88,91.3%,100.0%,5.37,B- (2.97)
,"Bussey, Thomas J",FA18,395,92.2%,99.5%,6.70,C+ (2.49)
,"Bussey, Thomas J",FA17,356,95.1%,98.1%,7.71,C+ (2.59)
,"Bussey, Thomas J",FA16,385,97.0%,98.2%,6.61,B- (2.81)
,"Schnoebelen, Carly Lynn",S219,108,86.1%,91.7%,6.44,B- (2.80)
,"Hoeger, Carl",S119,75,85.7%,81.0%,9.17,B (3.02)
,"Hoeger, Carl",SP19,184,81.9%,75.3%,7.36,B- (2.82)
,"Hoeger, Carl",S118,78,71.4%,76.2%,11.36,B (3.10)
,"Hoeger, Carl",S117,110,78.8%,90.6%,10.02,B- (2.80)
,"Hoeger, Carl",S116,58,84.6%,92.3%,10.96,B (3.19)
,"Hoeger, Carl",SP16,197,93.3%,84.3%,6.91,B- (2.88)
,"Hoeger, Carl",WI16,155,87.5%,86.1%,7.97,B- (2.73)
,"Hoeger, Carl",S115,72,85.7%,95.2%,9.30,B- (2.96)
,"Hoeger, Carl",SP15,247,89.7%,86.9%,7.29,B- (2.85)
,"Hoeger, Carl",S114,120,82.6%,91.3%,8.41,B (3.12)
,"Hoeger, Carl",SP14,208,90.6%,88.5%,7.48,B- (2.96)
,"Hoeger, Carl",S113,92,94.4%,94.4%,8.61,B- (2.86)
,"Hoeger, Carl",SP13,274,84.9%,60.4%,7.59,C+ (2.69)
,"Hoeger, Carl",SP13,319,89.7%,89.0%,7.93,C+ (2.69)
,"Hoeger, Carl",WI09,184,88.4%,93.8%,5.37,B- (2.77)
,"Johnson, Christina A",S218,65,94.1%,94.1%,11.17,B- (2.92)
,"Johnson, Christina A",SP18,361,85.4%,88.3%,8.00,B- (2.78)
,"Johnson, Christina A",SP18,319,85.4%,92.6%,7.57,B- (2.78)
,"Johnson, Christina A",S217,64,88.0%,96.0%,11.86,N/A
,"Johnson, Christina A",SP17,393,83.0%,86.9%,8.42,B- (2.83)
,"Johnson, Christina A",SP17,272,88.6%,89.4%,8.14,B- (2.83)
,"Johnson, Christina A",S216,71,82.4%,100.0%,10.97,B- (2.73)
,"Johnson, Christina A",SP16,400,87.2%,85.7%,8.25,B- (2.83)
,"Johnson, Christina A",SP16,353,86.0%,80.9%,8.14,B- (2.83)
,"Johnson, Christina A",FA15,356,89.6%,94.8%,8.29,C+ (2.64)
,"Johnson, Christina A",S215,92,84.2%,94.7%,12.18,B- (2.72)
,"Johnson, Christina A",SP15,396,88.8%,91.6%,8.31,B- (2.95)
,"Johnson, Christina A",FA14,415,83.4%,94.5%,8.15,C+ (2.68)
,"Johnson, Christina A",S214,155,79.3%,96.6%,9.60,B- (2.85)
,"Johnson, Christina A",FA13,381,94.3%,97.5%,7.71,B- (2.76)
,"Johnson, Christina A",S213,131,94.2%,97.1%,10.08,B- (2.90)
,"Johnson, Christina A",FA12,187,92.6%,100.0%,8.60,B- (2.75)
,"Johnson, Christina A",FA12,157,85.9%,96.9%,7.15,B- (2.75)
,"Pomeroy, Robert S.",SP15,300,84.3%,64.2%,6.19,B- (2.94)
