Course Code,Professor,Enrolled Count,Course Rec %,Prof Rec %,Hours/Week,Grade
,"Ling, Patrick L",22,88.9%,100.0%,9.17,B+ (3.68)
,"Ling, Patrick L",22,88.9%,100.0%,9.17,B+ (3.68)
,"Ling, Patrick L",22,88.9%,100.0%,9.17,B+ (3.68)
,"Ling, Patrick L",22,88.9%,100.0%,9.17,B+ (3.68)
,"Papen, George C.              ",4,100.0%,100.0%,7.00,N/A
ECE 157B,"Bharadia, Dinesh",6,100.0%,100.0%,9.30,N/A
ECE 157B,"Bharadia, Dinesh",6,100.0%,100.0%,9.30,N/A
MATH 180C,"Schweinsberg, Jason",56,94.7%,100.0%,11.45,B- (2.79)
MATH 180C,"Schweinsberg, Jason",56,94.7%,100.0%,11.45,B- (2.79)
MATH 180C,"Schweinsberg, Jason",56,94.7%,100.0%,11.45,B- (2.79)
,"Zheng, Tianyi",58,78.6%,78.6%,7.93,B+ (3.33)
,"Zheng, Tianyi",58,78.6%,78.6%,7.93,B+ (3.33)
,"Zheng, Tianyi",58,78.6%,78.6%,7.93,B+ (3.33)
,"Zheng, Tianyi",58,78.6%,78.6%,7.93,B+ (3.33)
,"Nemish, Yuriy",43,77.5%,89.7%,9.30,B (3.29)
,"Nemish, Yuriy",43,77.5%,89.7%,9.30,B (3.29)
,"Nemish, Yuriy",43,77.5%,89.7%,9.30,B (3.29)
,"Fitzsimmons, Patrick J",44,60.0%,77.8%,9.10,C+ (2.48)
,"Fitzsimmons, Patrick J",44,60.0%,77.8%,9.10,C+ (2.48)
,"Fitzsimmons, Patrick J",44,60.0%,77.8%,9.10,C+ (2.48)
,"Fitzsimmons, Patrick J",44,60.0%,77.8%,9.10,C+ (2.48)
,"Fitzsimmons, Patrick J",44,60.0%,77.8%,9.10,C+ (2.48)
,"Schweinsberg, Jason                ",49,100.0%,86.4%,9.77,B (3.01)
,"Driver, Bruce K                    ",31,92.9%,100.0%,8.07,B+ (3.34)
,"Rothschild, Linda Preiss           ",27,93.8%,87.5%,7.13,B (3.20)
,"Driver, Bruce K               ",18,90.0%,100.0%,5.30,N/A
TDGE 192,"Meyer, Ursula",12,100.0%,100.0%,5.83,N/A
TDGE 192,"Meyer, Ursula",12,100.0%,100.0%,5.83,N/A
TDGE 192,"Meyer, Ursula",12,100.0%,100.0%,5.83,N/A
,"Adler, Steven",12,100.0%,100.0%,5.17,N/A
,"Barnes, Eva E                      ",6,100.0%,100.0%,1.83,N/A
,"Barnes, Eva E                      ",6,100.0%,100.0%,1.83,N/A
TDGE 3,"Rubinstein, Kim",37,100.0%,100.0%,2.50,A- (3.97)
TDGE 3,"Rubinstein, Kim",37,100.0%,100.0%,2.50,A- (3.97)
,"Porter, Lisa",31,100.0%,100.0%,4.70,A- (3.80)
,"Porter, Lisa                  ",34,92.9%,100.0%,4.36,A- (3.85)
,"Rubinstein, Kim                    ",34,92.9%,100.0%,4.36,A- (3.85)
CHIN 11,"Chen, Pei-Chia                     ",37,94.1%,97.1%,4.62,A- (3.70)
CHIN 11,"Chen, Pei-Chia                     ",37,94.1%,97.1%,4.62,A- (3.70)
,"He, Qian                           ",43,100.0%,94.4%,3.89,B+ (3.47)
,"He, Qian                           ",43,100.0%,94.4%,3.89,B+ (3.47)
,"Cha, Samuel                        ",30,96.0%,100.0%,4.82,B (3.20)
,"Cha, Samuel                        ",30,96.0%,100.0%,4.82,B (3.20)
,"Wang, Xiao                         ",38,100.0%,78.6%,4.43,B+ (3.42)
,"Wang, Xiao                         ",38,100.0%,78.6%,4.43,B+ (3.42)
,"Wang, Xiao                         ",38,100.0%,78.6%,4.43,B+ (3.42)
,"He, Qian                      ",39,100.0%,100.0%,3.82,B+ (3.46)
,"He, Qian                      ",39,100.0%,100.0%,3.82,B+ (3.46)
,"Cha, Samuel                   ",39,100.0%,97.1%,3.67,B+ (3.65)
,"Cha, Samuel                   ",39,100.0%,97.1%,3.67,B+ (3.65)
,"Wang, Xiao                    ",33,96.4%,85.7%,5.86,B+ (3.47)
,"Wang, Xiao                    ",33,96.4%,85.7%,5.86,B+ (3.47)
,"Chen, Pei-Chia                ",41,97.1%,97.1%,4.61,B+ (3.57)
,"Li, Chunlin                   ",12,100.0%,100.0%,7.05,N/A
CHIN 12,"Chen, Pei-Chia",43,100.0%,100.0%,5.45,B+ (3.53)
CHIN 12,"Chen, Pei-Chia",43,100.0%,100.0%,5.45,B+ (3.53)
,"He, Qian",38,100.0%,100.0%,2.94,B+ (3.55)
,"He, Qian",38,100.0%,100.0%,2.94,B+ (3.55)
,"Wang, Xiao",31,92.3%,92.0%,7.42,B+ (3.56)
,"Wang, Xiao",31,92.3%,92.0%,7.42,B+ (3.56)
,"Cha, Samuel",33,97.2%,100.0%,4.89,B (3.06)
,"Cha, Samuel                        ",13,92.3%,92.3%,10.19,N/A
,"Chen, Pei-Chia                ",41,97.3%,100.0%,5.11,B+ (3.42)
,"Chen, Pei-Chia                ",41,97.3%,100.0%,5.11,B+ (3.42)
,"He, Qian                      ",39,100.0%,100.0%,2.57,B+ (3.40)
,"He, Qian                      ",39,100.0%,100.0%,2.57,B+ (3.40)
,"Wang, Xiao                    ",30,92.3%,76.9%,3.81,B+ (3.55)
,"Wang, Xiao                    ",30,92.3%,76.9%,3.81,B+ (3.55)
,"Cha, Samuel                   ",49,100.0%,100.0%,4.40,B+ (3.33)
,"Cha, Samuel                   ",49,100.0%,100.0%,4.40,B+ (3.33)
CHIN 13,"Cha, Samuel                        ",13,75.0%,100.0%,6.50,N/A
CHIN 13,"Cha, Samuel                        ",13,75.0%,100.0%,6.50,N/A
CHIN 13,"Cha, Samuel                        ",13,75.0%,100.0%,6.50,N/A
,"Chen, Pei-Chia                     ",41,100.0%,100.0%,4.90,B+ (3.48)
,"Chen, Pei-Chia                     ",41,100.0%,100.0%,4.90,B+ (3.48)
,"He, Qian                           ",34,100.0%,97.2%,3.33,B+ (3.51)
,"He, Qian                           ",34,100.0%,97.2%,3.33,B+ (3.51)
,"Wang, Xiao                         ",22,100.0%,100.0%,7.38,B+ (3.62)
,"Wu, Di                             ",21,95.0%,89.5%,3.40,A- (3.71)
,"Wu, Di                             ",21,95.0%,89.5%,3.40,A- (3.71)
,"Chen, Pei-Chia                ",39,96.8%,100.0%,4.75,B+ (3.42)
,"Chen, Pei-Chia                ",39,96.8%,100.0%,4.75,B+ (3.42)
,"He, Qian                      ",30,100.0%,100.0%,3.61,B+ (3.52)
,"He, Qian                      ",30,100.0%,100.0%,3.61,B+ (3.52)
,"Cha, Samuel                   ",36,100.0%,100.0%,4.43,B (3.12)
,"Cha, Samuel                   ",36,100.0%,100.0%,4.43,B (3.12)
,"Wang, Xiao                    ",29,90.9%,81.8%,4.23,B+ (3.35)
BENG 120,"Huang, Xiaohua",49,83.3%,72.2%,4.83,A- (3.89)
BENG 120,"Huang, Xiaohua",49,83.3%,72.2%,4.83,A- (3.89)
,"Subramaniam, Shankar",50,40.9%,70.0%,8.50,A- (3.73)
,"Subramaniam, Shankar",50,40.9%,70.0%,8.50,A- (3.73)
,"Subramaniam, Shankar",50,40.9%,70.0%,8.50,A- (3.73)
,"Subramaniam, Shankar",50,40.9%,70.0%,8.50,A- (3.73)
,"Subramaniam, Shankar",50,40.9%,70.0%,8.50,A- (3.73)
,"Wang, Yingxiao",50,40.9%,26.3%,8.50,A- (3.73)
,"Wang, Yingxiao",50,40.9%,26.3%,8.50,A- (3.73)
,"Wang, Yingxiao",50,40.9%,26.3%,8.50,A- (3.73)
,"Wang, Yingxiao",50,40.9%,26.3%,8.50,A- (3.73)
,"Wang, Yingxiao",50,40.9%,26.3%,8.50,A- (3.73)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
BENG 123,"Palsson, Bernhard O.",72,43.3%,60.0%,13.50,B (3.27)
,"Palsson, Bernhard O.               ",102,81.8%,77.3%,10.23,B (3.16)
,"Palsson, Bernhard O.               ",102,81.8%,77.3%,10.23,B (3.16)
,"Palsson, Bernhard O.               ",102,81.8%,77.3%,10.23,B (3.16)
,"Palsson, Bernhard O.          ",56,61.3%,74.2%,11.53,B- (2.97)
BENG 125,"Contijoch, Francisco",159,73.4%,87.0%,6.71,B+ (3.67)
BENG 125,"Contijoch, Francisco",159,73.4%,87.0%,6.71,B+ (3.67)
BENG 125,"Contijoch, Francisco",159,73.4%,87.0%,6.71,B+ (3.67)
,"Hasty, Jeff M",48,87.5%,62.5%,4.75,B+ (3.48)
,"Hasty, Jeff M",48,87.5%,62.5%,4.75,B+ (3.48)
,"Hasty, Jeff M",48,87.5%,62.5%,4.75,B+ (3.48)
,"Hasty, Jeff M",48,87.5%,62.5%,4.75,B+ (3.48)
,"Wheeler, Bruce Christopher",48,87.5%,100.0%,4.75,B+ (3.48)
,"Wheeler, Bruce Christopher",48,87.5%,100.0%,4.75,B+ (3.48)
,"Wheeler, Bruce Christopher",48,87.5%,100.0%,4.75,B+ (3.48)
,"Wheeler, Bruce Christopher",48,87.5%,100.0%,4.75,B+ (3.48)
,"Wheeler, Bruce Christopher",48,87.5%,100.0%,4.75,B+ (3.48)
,"TSIMRING, LEV S",122,85.7%,85.7%,7.18,B- (2.90)
,"Hasty, Jeff M                      ",144,79.7%,93.8%,10.21,B- (2.98)
,"Hasty, Jeff M                      ",144,79.7%,93.8%,10.21,B- (2.98)
,"Hasty, Jeff M                      ",144,79.7%,93.8%,10.21,B- (2.98)
,"Hasty, Jeff M                      ",144,79.7%,93.8%,10.21,B- (2.98)
,"Hasty, Jeff M                 ",91,100.0%,100.0%,3.73,A- (3.72)
MMW 14GS,"Herbst, Matthew",18,100.0%,100.0%,6.94,N/A
MMW 14GS,"Herbst, Matthew",18,100.0%,100.0%,6.94,N/A
MMW 14GS,"Herbst, Matthew",18,100.0%,100.0%,6.94,N/A
MMW 14GS,"Herbst, Matthew",18,100.0%,100.0%,6.94,N/A
,"Gallant, Thomas W.",26,85.7%,100.0%,4.90,A (4.00)
,"Gallant, Thomas W.",26,85.7%,100.0%,4.90,A (4.00)
,"Gallant, Thomas W.",26,85.7%,100.0%,4.90,A (4.00)
,"Gallant, Thomas W.",26,85.7%,100.0%,4.90,A (4.00)
,"Gallant, Thomas W.",26,85.7%,100.0%,4.90,A (4.00)
,"Gallant, Thomas W.",26,85.7%,100.0%,4.90,A (4.00)
,"Patterson, Patrick H.",27,82.6%,100.0%,7.98,N/A
,"Patterson, Patrick H.",27,82.6%,100.0%,7.98,N/A
,"Propp, William Henry",28,100.0%,66.7%,5.83,N/A
,"Gallant, Thomas W.                 ",20,88.9%,100.0%,6.94,B+ (3.67)
,"Gallant, Thomas W.                 ",20,88.9%,100.0%,6.94,B+ (3.67)
,"Gallant, Thomas W.                 ",20,88.9%,100.0%,6.94,B+ (3.67)
,"Gallant, Thomas W.                 ",20,88.9%,100.0%,6.94,B+ (3.67)
,"Herbst, Matthew                    ",25,100.0%,100.0%,9.00,B+ (3.50)
,"Cassedy, Steven Dennis             ",47,44.4%,88.9%,8.94,N/A
,"Cassedy, Steven Dennis             ",47,44.4%,88.9%,8.94,N/A
,"Cassedy, Steven Dennis             ",47,44.4%,88.9%,8.94,N/A
,"Cassedy, Steven Dennis             ",47,44.4%,88.9%,8.94,N/A
,"Cassedy, Steven Dennis             ",47,44.4%,88.9%,8.94,N/A
,"Patterson, Patrick H.              ",69,79.3%,89.7%,11.74,N/A
,"Patterson, Patrick H.              ",69,79.3%,89.7%,11.74,N/A
,"Chang, Edmond Yi-Teh               ",294,75.3%,97.7%,6.60,B (3.18)
,"Chang, Edmond Yi-Teh               ",294,75.3%,97.7%,6.60,B (3.18)
,"Cassedy, Steven Dennis",264,69.4%,76.1%,3.65,B+ (3.51)
,"Cassedy, Steven Dennis        ",143,63.6%,82.9%,4.65,B- (2.84)
,"Hollander, Ethan J.           ",211,86.4%,91.5%,4.07,B (3.04)
,"Gallant, Thomas W.            ",146,79.0%,96.0%,4.48,C+ (2.63)
,"O'Brien, William Arctander    ",256,72.9%,84.4%,4.37,B (3.05)
MAE 102,"Zhu, Qiang                         ",130,85.7%,88.6%,6.13,B- (2.98)
MAE 102,"Zhu, Qiang                         ",130,85.7%,88.6%,6.13,B- (2.98)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
PHIL 120,"Rickless, Samuel Charles",46,77.8%,77.8%,4.75,B (3.09)
,"Chen, Keming",47,91.3%,100.0%,7.05,B+ (3.60)
,"Carr, Jennifer Rose",50,78.4%,91.7%,6.34,B (3.16)
,"Elgin, Samuel Zincke",70,96.9%,100.0%,5.31,B (3.02)
,"Speitel, Sebastian Georg Wern",40,95.8%,95.8%,4.50,B+ (3.63)
,"Sher, Gila",41,88.2%,94.1%,2.25,B- (2.99)
,"Sher, Gila",41,88.2%,94.1%,2.25,B- (2.99)
,"Sher, Gila",41,88.2%,94.1%,2.25,B- (2.99)
,"Sher, Gila",41,88.2%,94.1%,2.25,B- (2.99)
,"Sher, Gila",41,88.2%,94.1%,2.25,B- (2.99)
,"Sato, Tomoya",13,100.0%,100.0%,13.83,N/A
,"Sato, Tomoya",13,100.0%,100.0%,13.83,N/A
,"Rickless, Samuel Charles           ",14,100.0%,100.0%,7.50,N/A
,"Rickless, Samuel Charles           ",14,100.0%,100.0%,7.50,N/A
,"Rickless, Samuel Charles           ",14,100.0%,100.0%,7.50,N/A
,"Rickless, Samuel Charles           ",14,100.0%,100.0%,7.50,N/A
,"Rickless, Samuel Charles           ",14,100.0%,100.0%,7.50,N/A
,"Rickless, Samuel Charles           ",14,100.0%,100.0%,7.50,N/A
,"Streed, Adam J.                    ",62,96.6%,100.0%,5.71,B+ (3.56)
,"Streed, Adam J.                    ",62,96.6%,100.0%,5.71,B+ (3.56)
,"Sher, Gila                         ",38,73.3%,86.7%,6.10,C+ (2.61)
,"Sher, Gila                         ",38,73.3%,86.7%,6.10,C+ (2.61)
,"Rickless, Samuel Charles      ",41,72.4%,89.7%,8.07,B- (2.82)
,"Sher, Gila                    ",29,71.4%,81.0%,6.12,B (3.05)
ENVR 105,"Henter, Heather J.",13,100.0%,80.0%,2.90,N/A
PHIL 122,"Sher, Gila",28,66.7%,77.8%,4.50,B+ (3.69)
PHIL 122,"Sher, Gila",28,66.7%,77.8%,4.50,B+ (3.69)
PHIL 122,"Sher, Gila",28,66.7%,77.8%,4.50,B+ (3.69)
PHIL 122,"Sher, Gila",28,66.7%,77.8%,4.50,B+ (3.69)
PHIL 122,"Sher, Gila",28,66.7%,77.8%,4.50,B+ (3.69)
PHIL 122,"Sher, Gila",28,66.7%,77.8%,4.50,B+ (3.69)
,"Sher, Gila                         ",22,77.8%,88.9%,3.39,B+ (3.34)
,"Sher, Gila                         ",22,77.8%,88.9%,3.39,B+ (3.34)
PHIL 123,"Sher, Gila",24,100.0%,100.0%,3.83,B+ (3.56)
PHIL 123,"Sher, Gila",24,100.0%,100.0%,3.83,B+ (3.56)
PHIL 123,"Sher, Gila",24,100.0%,100.0%,3.83,B+ (3.56)
PHIL 123,"Sher, Gila",24,100.0%,100.0%,3.83,B+ (3.56)
,"Sher, Gila                         ",9,66.7%,66.7%,4.50,N/A
,"Sher, Gila                    ",19,83.3%,94.4%,4.61,N/A
LTEN 143,"Shevelow, Kathryn Ann              ",65,97.0%,100.0%,6.02,B+ (3.48)
LTEN 143,"Shevelow, Kathryn Ann              ",65,97.0%,100.0%,6.02,B+ (3.48)
,"Kugler, Emily MeriNitta            ",30,83.3%,94.7%,5.94,B+ (3.60)
PHIL 125,"Carr, Jennifer Rose",38,90.0%,95.0%,4.70,B+ (3.50)
ENVR 102,"Daly, Heather Marie",29,100.0%,100.0%,4.25,B+ (3.32)
ENVR 102,"Daly, Heather Marie",29,100.0%,100.0%,4.25,B+ (3.32)
,"Henter, Heather J.",22,94.7%,100.0%,3.45,B+ (3.37)
,"Henter, Heather J.",22,94.7%,100.0%,3.45,B+ (3.37)
,"Eckles, Megan Alma",27,100.0%,100.0%,3.58,A- (3.76)
,"Eckles, Megan Alma",27,100.0%,100.0%,3.58,A- (3.76)
,"Eckles, Megan Alma",27,100.0%,100.0%,3.58,A- (3.76)
,"Eckles, Megan Alma",27,100.0%,100.0%,3.58,A- (3.76)
,"Niles, John O.",23,100.0%,100.0%,4.00,B (3.21)
,"Niles, John O.                     ",33,95.0%,95.0%,5.60,B (3.21)
,"Niles, John O.                     ",33,95.0%,95.0%,5.60,B (3.21)
,"Martin, Eric Collin                ",25,100.0%,100.0%,4.26,B (3.24)
,"Huff, Tonya Michelle          ",20,100.0%,100.0%,3.00,B+ (3.37)
,"Callender, Craig Adam         ",45,77.4%,84.4%,3.47,B- (2.72)
,"Oreskes, Naomi                     ",45,77.4%,84.4%,3.47,B- (2.72)
LATI 87,"Molina, Natalia Margarita          ",19,100.0%,100.0%,0.65,N/A
TDTR 104,"Smith, Alison D",17,100.0%,100.0%,4.21,N/A
TDTR 104,"Smith, Alison D",17,100.0%,100.0%,4.21,N/A
TDTR 104,"Smith, Alison D",17,100.0%,100.0%,4.21,N/A
TDTR 104,"Smith, Alison D",17,100.0%,100.0%,4.21,N/A
TDTR 104,"Smith, Alison D",17,100.0%,100.0%,4.21,N/A
,"Smith, Alison D                    ",14,100.0%,100.0%,3.25,N/A
SOCC 167,"Thorpe, Charles Robert             ",38,96.7%,93.3%,4.29,B+ (3.41)
,"Thorpe, Charles Robert        ",18,100.0%,100.0%,3.83,N/A
POLI 163,"Saiegh, Sebastian",23,100.0%,100.0%,4.70,B- (2.98)
POLI 163,"Saiegh, Sebastian",23,100.0%,100.0%,4.70,B- (2.98)
POLI 163,"Saiegh, Sebastian",23,100.0%,100.0%,4.70,B- (2.98)
POLI 163,"Saiegh, Sebastian",23,100.0%,100.0%,4.70,B- (2.98)
POLI 163,"Saiegh, Sebastian",23,100.0%,100.0%,4.70,B- (2.98)
POLI 163,"Saiegh, Sebastian",23,100.0%,100.0%,4.70,B- (2.98)
,"Saiegh, Sebastian                  ",63,81.5%,77.8%,5.00,B+ (3.32)
,"Saiegh, Sebastian                  ",63,81.5%,77.8%,5.00,B+ (3.32)
,"McCubbins, Mathew D           ",15,100.0%,100.0%,3.70,N/A
TDTR 101,"Smith, Alison D",6,80.0%,80.0%,2.90,N/A
TDTR 101,"Smith, Alison D",6,80.0%,80.0%,2.90,N/A
TDTR 101,"Smith, Alison D",6,80.0%,80.0%,2.90,N/A
,"Smith, Alison D                    ",21,100.0%,100.0%,3.61,A- (3.75)
,"Smith, Alison D                    ",21,100.0%,100.0%,3.61,A- (3.75)
,"Marshall, Margaret C.              ",17,92.3%,92.3%,2.50,N/A
PHYS 2BL,"Gonzales, Daniel Patrick",90,85.7%,90.5%,7.50,B (3.19)
,"Butov, Leonid",328,73.3%,75.6%,5.80,B+ (3.69)
,"Butov, Leonid",328,73.3%,75.6%,5.80,B+ (3.69)
,"Butov, Leonid",328,73.3%,75.6%,5.80,B+ (3.69)
,"Butov, Leonid",328,73.3%,75.6%,5.80,B+ (3.69)
,"Hua, Nelson",127,81.5%,96.3%,4.64,B+ (3.69)
,"Yang, Liang",333,78.9%,90.8%,5.08,A- (3.88)
,"Fang, Zheng",52,61.1%,72.2%,15.39,B+ (3.32)
,"Fang, Zheng",52,61.1%,72.2%,15.39,B+ (3.32)
,"Jun, Suckjoon",176,69.5%,73.8%,7.94,B+ (3.44)
,"Sharma, Vivek A.",41,73.0%,94.6%,6.82,B+ (3.38)
,"Sharma, Vivek A.",41,73.0%,94.6%,6.82,B+ (3.38)
,"Sharma, Vivek A.",41,73.0%,94.6%,6.82,B+ (3.38)
,"Sharma, Vivek A.",41,73.0%,94.6%,6.82,B+ (3.38)
,"Sharma, Vivek A.",41,73.0%,94.6%,6.82,B+ (3.38)
,"Paddock, Mark",38,33.3%,88.9%,12.94,B+ (3.47)
,"Paddock, Mark",38,33.3%,88.9%,12.94,B+ (3.47)
,"Lombardo, Daniel Marcus",104,60.5%,90.7%,8.26,B+ (3.35)
,"Anderson, Michael G.",60,71.4%,71.4%,6.50,B (3.26)
,"Anderson, Michael G.",60,71.4%,71.4%,6.50,B (3.26)
,"Anderson, Michael G.",60,71.4%,71.4%,6.50,B (3.26)
,"Anderson, Michael G.",60,71.4%,71.4%,6.50,B (3.26)
,"Anderson, Michael G.",60,71.4%,71.4%,6.50,B (3.26)
,"Anderson, Michael G.",60,71.4%,71.4%,6.50,B (3.26)
,"Sinha, Sunil K",76,53.3%,60.0%,5.63,B (3.28)
,"Yagil, Avi",164,80.0%,80.0%,5.22,B- (2.94)
,"Yagil, Avi",164,80.0%,80.0%,5.22,B- (2.94)
,"Yagil, Avi",164,80.0%,80.0%,5.22,B- (2.94)
,"Yagil, Avi",164,80.0%,80.0%,5.22,B- (2.94)
,"Yagil, Avi",164,80.0%,80.0%,5.22,B- (2.94)
,"Yagil, Avi",164,80.0%,80.0%,5.22,B- (2.94)
,"Briggs, Andrew T",23,85.7%,100.0%,7.36,B- (2.98)
,"Lee, Christopher Jaesung",44,55.6%,88.9%,6.94,B- (2.95)
,"Wuerthwein, Frank",161,62.1%,56.9%,6.09,B- (2.95)
,"Austrum, Tera Lyn",64,87.5%,87.5%,10.15,B (3.01)
,"Paddock, Mark                      ",234,72.0%,66.9%,6.64,B+ (3.37)
,"Paddock, Mark                      ",234,72.0%,66.9%,6.64,B+ (3.37)
,"Paddock, Mark                      ",234,72.0%,66.9%,6.64,B+ (3.37)
,"Paddock, Mark                      ",234,72.0%,66.9%,6.64,B+ (3.37)
,"Paddock, Mark                      ",234,72.0%,66.9%,6.64,B+ (3.37)
,"Yagil, Avi                         ",101,63.0%,77.8%,5.94,B (3.06)
,"Yagil, Avi                         ",101,63.0%,77.8%,5.94,B (3.06)
,"Yagil, Avi                         ",101,63.0%,77.8%,5.94,B (3.06)
,"Yagil, Avi                         ",101,63.0%,77.8%,5.94,B (3.06)
,"Yagil, Avi                         ",101,63.0%,77.8%,5.94,B (3.06)
,"Wuerthwein, Frank                  ",142,64.2%,65.2%,5.44,B- (2.86)
,"Butov, Leonid                      ",262,65.7%,51.0%,4.46,B+ (3.32)
,"Butov, Leonid                      ",262,65.7%,51.0%,4.46,B+ (3.32)
,"Butov, Leonid                      ",262,65.7%,51.0%,4.46,B+ (3.32)
,"Riley, Pete                        ",36,73.1%,96.2%,5.12,N/A
,"Yagil, Avi                    ",241,65.2%,82.6%,5.36,C+ (2.69)
,"Yagil, Avi                    ",241,65.2%,82.6%,5.36,C+ (2.69)
,"Bodde, Sara Gail              ",54,47.6%,61.9%,5.80,N/A
SOCI 148,"Ribeiro Fernandes Da Silva, Germano",25,100.0%,100.0%,8.00,B+ (3.47)
SOCI 148,"Ribeiro Fernandes Da Silva, Germano",25,100.0%,100.0%,8.00,B+ (3.47)
,"Payne, Christine Anna",78,100.0%,100.0%,4.69,A- (3.94)
,"Medvetz, Thomas Matthew",60,100.0%,100.0%,4.70,B- (2.97)
,"Medvetz, Thomas Matthew",60,100.0%,100.0%,4.70,B- (2.97)
,"Medvetz, Thomas Matthew",60,100.0%,100.0%,4.70,B- (2.97)
,"Medvetz, Thomas Matthew",60,100.0%,100.0%,4.70,B- (2.97)
,"Troutman, Philip P",27,77.8%,55.6%,4.72,B+ (3.34)
,"Hoyo, Veronica",14,100.0%,100.0%,7.50,N/A
,"Evans, Ivan T",9,100.0%,100.0%,10.50,N/A
,"Evans, Ivan T",9,100.0%,100.0%,10.50,N/A
,"Fisk, David Lee                    ",108,71.8%,78.9%,4.75,B (3.02)
,"Medvetz, Thomas Matthew            ",119,100.0%,100.0%,5.34,B+ (3.45)
,"Medvetz, Thomas Matthew            ",119,100.0%,100.0%,5.34,B+ (3.45)
,"Medvetz, Thomas Matthew            ",119,100.0%,100.0%,5.34,B+ (3.45)
,"Waisman, Carlos H.            ",34,86.7%,93.3%,4.77,B+ (3.55)
LTWR 104B,"Hoang, Lily Kim",23,100.0%,100.0%,9.30,A- (3.82)
,"Freilicher, Melvyn Stanley",15,100.0%,100.0%,7.64,N/A
,"Freilicher, Melvyn Stanley",15,100.0%,100.0%,7.64,N/A
,"Freilicher, Melvyn Stanley         ",18,100.0%,100.0%,5.93,N/A
PSYC 173,"Stolarz-Fantino, Stephanie",25,93.8%,87.5%,4.75,B- (2.99)
PSYC 173,"Stolarz-Fantino, Stephanie",25,93.8%,87.5%,4.75,B- (2.99)
PSYC 173,"Stolarz-Fantino, Stephanie",25,93.8%,87.5%,4.75,B- (2.99)
,"Stolarz-Fantino, Stephanie         ",48,72.2%,66.7%,6.83,B (3.03)
,"Stolarz-Fantino, Stephanie         ",48,72.2%,66.7%,6.83,B (3.03)
,"Stolarz-Fantino, Stephanie         ",48,72.2%,66.7%,6.83,B (3.03)
,"Stolarz-Fantino, Stephanie         ",48,72.2%,66.7%,6.83,B (3.03)
,"Stolarz-Fantino, Stephanie    ",38,82.8%,78.6%,3.30,N/A
NANO 158,"Luo, Jian",17,100.0%,100.0%,5.59,N/A
NANO 158,"Luo, Jian",17,100.0%,100.0%,5.59,N/A
NANO 158,"Luo, Jian",17,100.0%,100.0%,5.59,N/A
NANO 158,"Luo, Jian",17,100.0%,100.0%,5.59,N/A
ANAR 135S,"Braswell, Geoffrey E.",24,100.0%,100.0%,6.50,A (4.00)
ANAR 135S,"Braswell, Geoffrey E.",24,100.0%,100.0%,6.50,A (4.00)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
PSYC 172,"Gorman, Michael R.",47,93.3%,86.7%,6.50,B+ (3.31)
,"Dickenson, Janna Alene",284,95.2%,94.3%,4.61,B+ (3.58)
