Course Code,Professor,Enrolled Count,Course Rec %,Prof Rec %,Hours/Week,Grade
,"Nitz, Douglas A.                   ",215,91.5%,89.4%,5.05,B- (2.87)
,"Nitz, Douglas A.                   ",215,91.5%,89.4%,5.05,B- (2.87)
,"Nitz, Douglas A.                   ",215,91.5%,89.4%,5.05,B- (2.87)
,"Nitz, Douglas A.                   ",215,91.5%,89.4%,5.05,B- (2.87)
,"Filimon, Flavia               ",112,90.1%,73.2%,4.26,C+ (2.53)
ANAR 154,"Braswell, Geoffrey E.",56,90.9%,86.4%,3.95,B (3.19)
ANAR 154,"Braswell, Geoffrey E.",56,90.9%,86.4%,3.95,B (3.19)
ANAR 154,"Braswell, Geoffrey E.",56,90.9%,86.4%,3.95,B (3.19)
ANAR 154,"Braswell, Geoffrey E.",56,90.9%,86.4%,3.95,B (3.19)
,"Braswell, Geoffrey E.              ",45,94.3%,91.4%,5.19,B- (2.83)
ANAR 155,"Braswell, Geoffrey E.",20,80.0%,80.0%,4.90,A (4.00)
LTEN 157,"Cortes, Luis Alberto",14,100.0%,100.0%,5.93,N/A
LTIT 137,"Verdicchio, Pasquale",8,100.0%,100.0%,3.50,N/A
,"Verdicchio, Pasquale               ",8,100.0%,100.0%,4.50,N/A
LTEN 156,"Walkiewicz, Kathryn A",10,100.0%,100.0%,4.90,N/A
,"Tonkovich, Nicole",17,100.0%,100.0%,9.00,N/A
,"Tonkovich, Nicole                  ",27,100.0%,100.0%,7.67,B+ (3.47)
,"Streeby, Shelley                   ",24,100.0%,100.0%,7.59,B+ (3.34)
LTEN 155,"el Tayeb, Fatima",18,66.7%,33.3%,3.17,N/A
LTEN 155,"el Tayeb, Fatima",18,66.7%,33.3%,3.17,N/A
LTEN 155,"el Tayeb, Fatima",18,66.7%,33.3%,3.17,N/A
,"Davidson, R. Michael               ",20,100.0%,100.0%,6.50,B (3.21)
,"Davidson, R. Michael               ",20,100.0%,100.0%,6.50,B (3.21)
,"El-Tayeb, Fatima                   ",24,63.6%,90.9%,5.23,B- (2.94)
,"el Tayeb, Fatima                   ",31,96.2%,96.2%,4.58,B+ (3.43)
USP 165B,"Shilon, Mor",13,100.0%,100.0%,4.90,N/A
,"Garcia, Kathleen",12,100.0%,100.0%,4.00,N/A
,"Garcia, Kathleen",12,100.0%,100.0%,4.00,N/A
COSF 128,"Kozak, Nadine I.                   ",18,80.0%,80.0%,8.10,N/A
COSF 129,"McMurria, John                     ",74,74.3%,77.1%,5.97,B (3.09)
COSF 129,"McMurria, John                     ",74,74.3%,77.1%,5.97,B (3.09)
PSYC 88,"Dobkins, Karen R.",52,100.0%,100.0%,1.27,N/A
PSYC 88,"Dobkins, Karen R.",52,100.0%,100.0%,1.27,N/A
PSYC 88,"Dobkins, Karen R.",52,100.0%,100.0%,1.27,N/A
PSYC 88,"Dobkins, Karen R.",52,100.0%,100.0%,1.27,N/A
PSYC 88,"Dobkins, Karen R.",52,100.0%,100.0%,1.27,N/A
,"Dickenson, Janna Alene",40,100.0%,100.0%,1.09,N/A
COGS 25,"Yu, Hsinhao                   ",11,100.0%,100.0%,3.17,N/A
POLI 102F,"Lockhart, Mackenzie William",33,100.0%,100.0%,3.25,A- (3.75)
,"Searle, David Mordecai",13,100.0%,100.0%,5.70,N/A
,"Popkin, Samuel L.",34,76.9%,76.9%,4.96,B+ (3.47)
,"Popkin, Samuel L.                  ",14,85.7%,85.7%,5.64,N/A
,"Burnett, Craig Michael             ",12,100.0%,100.0%,7.50,N/A
COSF 126,"Burg, Suzanne M.M.                 ",59,73.1%,73.1%,5.58,C+ (2.69)
,"Kozak, Nadine I.                   ",59,88.0%,96.2%,5.35,B- (2.83)
,"Kozak, Nadine I.                   ",59,88.0%,96.2%,5.35,B- (2.83)
COGS 20,"Borgo, David Garcia",11,80.0%,80.0%,2.50,N/A
COGS 20,"Borgo, David Garcia",11,80.0%,80.0%,2.50,N/A
COGS 20,"Borgo, David Garcia",11,80.0%,80.0%,2.50,N/A
,"Matsuno, Michael Kento",8,100.0%,100.0%,5.17,N/A
,"Zhang, Kefei Kevin",5,100.0%,100.0%,2.50,N/A
COSF 124,"Boateng, Boatema                   ",8,66.7%,100.0%,7.17,N/A
COSF 124,"Boateng, Boatema                   ",8,66.7%,100.0%,7.17,N/A
COSF 124,"Boateng, Boatema                   ",8,66.7%,100.0%,7.17,N/A
,"Boateng, Boatema              ",7,80.0%,80.0%,6.90,N/A
POLI 102G,"Ebrahim, Tabrez Y",23,66.7%,50.0%,1.83,A- (3.91)
,"Gause, LaGina",11,88.9%,87.5%,4.94,N/A
,"Fletcher, Nathan",110,93.1%,93.1%,4.36,B+ (3.44)
,"Fletcher, Nathan",110,93.1%,93.1%,4.36,B+ (3.44)
,"Galderisi, Peter",70,100.0%,100.0%,5.56,B+ (3.35)
,"Galderisi, Peter",70,100.0%,100.0%,5.56,B+ (3.35)
,"Kousser, Thad                      ",21,100.0%,100.0%,6.06,A- (3.76)
,"Kousser, Thad                      ",21,100.0%,100.0%,6.06,A- (3.76)
,"Galderisi, Peter                   ",201,85.7%,91.4%,4.56,B+ (3.40)
,"Galderisi, Peter                   ",201,85.7%,91.4%,4.56,B+ (3.40)
,                                   ,19,100.0%,100.0%,2.00,N/A
,"Binder, Michael M                  ",40,87.5%,87.5%,5.50,N/A
,"Binder, Michael M                  ",40,87.5%,87.5%,5.50,N/A
,"Schreiber, Darren             ",14,100.0%,100.0%,3.23,N/A
,"Galderisi, Peter              ",19,94.1%,100.0%,5.68,N/A
,"Gordon, Susan                 ",14,85.7%,85.7%,5.07,N/A
,"Fowler, James                 ",16,100.0%,100.0%,4.32,N/A
,"Arrington, Randall            ",81,82.9%,85.3%,4.82,B- (2.91)
HITO 105,"Hertz, Deborah                     ",22,83.3%,83.3%,7.17,B+ (3.48)
HITO 105,"Hertz, Deborah                     ",22,83.3%,83.3%,7.17,B+ (3.48)
,"Hertz, Deborah                ",40,81.0%,81.8%,3.50,B+ (3.34)
SOCI 10,"Kenworthy, Lane A.",90,91.2%,91.2%,3.41,B+ (3.30)
SOCI 10,"Kenworthy, Lane A.",90,91.2%,91.2%,3.41,B+ (3.30)
SOCI 10,"Kenworthy, Lane A.",90,91.2%,91.2%,3.41,B+ (3.30)
SOCI 10,"Kenworthy, Lane A.",90,91.2%,91.2%,3.41,B+ (3.30)
SOCI 10,"Kenworthy, Lane A.",90,91.2%,91.2%,3.41,B+ (3.30)
SOCI 10,"Kenworthy, Lane A.",90,91.2%,91.2%,3.41,B+ (3.30)
SOCI 10,"Kenworthy, Lane A.",90,91.2%,91.2%,3.41,B+ (3.30)
SOCI 10,"Kenworthy, Lane A.",90,91.2%,91.2%,3.41,B+ (3.30)
,"Skotnicki, Tad P",99,57.6%,81.8%,6.02,B- (2.97)
,"Stern, Jonathan L                  ",59,92.6%,96.2%,4.06,B (3.25)
,"Haydu, Jeffrey Miles               ",46,100.0%,89.5%,4.50,B (3.29)
MAE 131B,"Frazier, Michael",46,94.9%,97.4%,8.82,B (3.19)
MAE 131B,"Frazier, Michael",46,94.9%,97.4%,8.82,B (3.19)
MAE 131B,"Frazier, Michael",46,94.9%,97.4%,8.82,B (3.19)
,"Ghazinejad, Maziar",44,100.0%,100.0%,7.42,B (3.29)
,"Ghazinejad, Maziar",44,100.0%,100.0%,7.42,B (3.29)
,"Ghazinejad, Maziar",44,100.0%,100.0%,7.42,B (3.29)
,"Kamensky, David M",27,76.9%,69.2%,7.86,B (3.26)
,"Boechler,nicholas Sebastia",49,95.6%,95.6%,6.94,B (3.19)
,"Markenscoff, Xanthippi",48,100.0%,40.0%,6.37,B (3.25)
,"Markenscoff, Xanthippi",48,100.0%,40.0%,6.37,B (3.25)
,"Markenscoff, Xanthippi",48,100.0%,40.0%,6.37,B (3.25)
,"Markenscoff, Xanthippi",48,100.0%,40.0%,6.37,B (3.25)
,"Markenscoff, Xanthippi",48,100.0%,40.0%,6.37,B (3.25)
,"Markenscoff, Xanthippi",48,100.0%,40.0%,6.37,B (3.25)
,"Lubarda, Vlado                     ",27,100.0%,100.0%,10.72,B (3.08)
,"Lubarda, Vlado                     ",27,100.0%,100.0%,10.72,B (3.08)
,"Lubarda, Vlado                     ",27,100.0%,100.0%,10.72,B (3.08)
,"Lubarda, Vlado                     ",27,100.0%,100.0%,10.72,B (3.08)
,"Lubarda, Vlado                     ",27,100.0%,100.0%,10.72,B (3.08)
,"Markenscoff, Xanthippi             ",40,81.3%,31.3%,4.00,B- (2.96)
,"Markenscoff, Xanthippi             ",40,81.3%,31.3%,4.00,B- (2.96)
,"Markenscoff, Xanthippi             ",40,81.3%,31.3%,4.00,B- (2.96)
,"Lubarda, Vlado                ",14,100.0%,100.0%,7.50,N/A
HITO 104,"Goodblatt, David",19,85.7%,100.0%,3.83,N/A
HITO 104,"Goodblatt, David",19,85.7%,100.0%,3.83,N/A
HITO 104,"Goodblatt, David",19,85.7%,100.0%,3.83,N/A
,"Goodblatt, David                   ",55,81.5%,75.0%,3.02,B (3.01)
,"Goodblatt, David              ",52,97.6%,95.2%,3.50,B (3.28)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
CSE 141L,"Eldon, John",96,95.0%,100.0%,10.61,B+ (3.31)
,"Taram, Mohammadkazem",62,77.8%,94.4%,11.79,B (3.19)
,"Esmaeilzadeh, Hadi",102,58.3%,76.5%,7.89,B+ (3.38)
,"Esmaeilzadeh, Hadi",102,58.3%,76.5%,7.89,B+ (3.38)
,"Tseng, Hung-Wei",49,88.4%,65.1%,13.15,B+ (3.49)
,"Tseng, Hung-Wei",49,88.4%,65.1%,13.15,B+ (3.49)
,"Tseng, Hung-Wei",49,88.4%,65.1%,13.15,B+ (3.49)
,"Tseng, Hung-Wei",49,88.4%,65.1%,13.15,B+ (3.49)
,"Tseng, Hung-Wei",49,88.4%,65.1%,13.15,B+ (3.49)
,"Porter, Leonard Emerson",136,80.0%,96.6%,10.46,B+ (3.65)
,"Porter, Leonard Emerson",136,80.0%,96.6%,10.46,B+ (3.65)
,"Merrill, Devon James",16,75.0%,75.0%,8.00,N/A
,"Liao, Soohyun Nam",49,77.8%,100.0%,10.10,N/A
,"Tullsen, Dean Michael",73,63.2%,78.9%,12.50,B+ (3.50)
,"Tullsen, Dean Michael",73,63.2%,78.9%,12.50,B+ (3.50)
,"Tullsen, Dean Michael",73,63.2%,78.9%,12.50,B+ (3.50)
,"Tullsen, Dean Michael",73,63.2%,78.9%,12.50,B+ (3.50)
,"Swanson, Steven James",71,90.5%,100.0%,11.45,A- (3.72)
,"Mars, Jason",77,72.4%,89.7%,12.35,B+ (3.46)
,"Taylor, Michael",55,72.2%,77.8%,15.83,B+ (3.58)
,"Tseng, Hung-Wei                    ",48,89.5%,100.0%,15.13,B+ (3.62)
,"Taylor, Michael                    ",58,72.2%,94.4%,15.83,B (3.24)
,"Taylor, Michael                    ",58,72.2%,94.4%,15.83,B (3.24)
,"Taylor, Michael                    ",58,72.2%,94.4%,15.83,B (3.24)
,"Taylor, Michael                    ",58,72.2%,94.4%,15.83,B (3.24)
,"Swanson, Steven James              ",75,62.5%,75.0%,14.00,B+ (3.48)
,"Swanson, Steven James              ",75,62.5%,75.0%,14.00,B+ (3.48)
,"Swanson, Steven James              ",75,62.5%,75.0%,14.00,B+ (3.48)
,"Swanson, Steven James              ",75,62.5%,75.0%,14.00,B+ (3.48)
,"Snavely, Allan Edward              ",73,95.8%,100.0%,9.62,A- (3.75)
,"Garcia, Saturnino                  ",32,75.0%,90.0%,17.50,B+ (3.44)
,"Tullsen, Dean Michael              ",37,56.3%,81.3%,12.25,B+ (3.37)
,"Tullsen, Dean Michael              ",37,56.3%,81.3%,12.25,B+ (3.37)
,"Porter, Leonard Emerson            ",49,88.2%,100.0%,11.39,N/A
,"Chu, Isaac Y                       ",76,91.7%,100.0%,11.64,N/A
,"Taylor, Michael               ",10,55.6%,77.8%,14.50,N/A
,"Swanson, Steven James         ",38,39.1%,30.4%,17.46,B+ (3.54)
,"Tullsen, Dean Michael         ",22,75.0%,75.0%,12.00,B (3.06)
,"Lee, Cynthia Bailey           ",27,81.8%,100.0%,11.10,N/A
USP 165D,"Shvartzberg Carrio, Manuel",6,100.0%,100.0%,9.83,N/A
RELI 145,"Rahimi, Babak",30,100.0%,100.0%,3.41,A- (3.94)
MAE 108,"Becker, Janet Maria",55,93.9%,96.9%,8.56,B+ (3.45)
MAE 108,"Becker, Janet Maria",55,93.9%,96.9%,8.56,B+ (3.45)
MAE 108,"Becker, Janet Maria",55,93.9%,96.9%,8.56,B+ (3.45)
MAE 108,"Becker, Janet Maria",55,93.9%,96.9%,8.56,B+ (3.45)
,"Pham, Hieu Tan",48,95.2%,100.0%,8.60,B+ (3.42)
,"Martinez, Sonia",177,84.9%,83.0%,5.85,B- (2.96)
,"Martinez, Sonia",177,84.9%,83.0%,5.85,B- (2.96)
,"Martinez, Sonia",177,84.9%,83.0%,5.85,B- (2.96)
,"Martinez, Sonia",177,84.9%,83.0%,5.85,B- (2.96)
,"Saintillan, David",105,81.8%,97.0%,5.50,B+ (3.32)
,"Saintillan, David",105,81.8%,97.0%,5.50,B+ (3.32)
,"Tartakovsky, Daniel",155,66.7%,90.7%,5.79,B (3.22)
,"Lauga, Eric",249,89.5%,91.9%,5.90,B (3.08)
,"Lauga, Eric                        ",202,97.7%,100.0%,6.55,B- (2.91)
,"Lauga, Eric                        ",202,97.7%,100.0%,6.55,B- (2.91)
,"Lauga, Eric                        ",202,97.7%,100.0%,6.55,B- (2.91)
VIS 3,"Herc-Balaszek, Malgorzata",238,96.4%,95.2%,3.64,A- (3.85)
,"Iglesias, Janelle Ann",169,86.0%,91.2%,5.03,A- (3.80)
,"Rigg, Brianna D",200,86.6%,82.7%,4.45,A- (3.70)
,"Gregoire, Mathieu",153,85.5%,89.1%,5.64,B+ (3.63)
,"Gregoire, Mathieu",153,85.5%,89.1%,5.64,B+ (3.63)
,"Gregoire, Mathieu",153,85.5%,89.1%,5.64,B+ (3.63)
,"Gregoire, Mathieu",153,85.5%,89.1%,5.64,B+ (3.63)
,"Gregoire, Mathieu",153,85.5%,89.1%,5.64,B+ (3.63)
,"Gregoire, Mathieu",153,85.5%,89.1%,5.64,B+ (3.63)
,"Gregoire, Mathieu                  ",232,76.3%,81.7%,6.20,B+ (3.48)
,"Gallaccio, Anya                    ",292,89.3%,49.4%,5.16,B+ (3.64)
,"Gallaccio, Anya                    ",292,89.3%,49.4%,5.16,B+ (3.64)
,"Gallaccio, Anya                    ",292,89.3%,49.4%,5.16,B+ (3.64)
,"Steinbach, Haim               ",300,67.3%,65.7%,4.54,B+ (3.52)
VIS 2,"Dinco, Dino",94,92.3%,92.3%,3.00,B+ (3.57)
,"Dominguez, Ricardo",36,89.5%,83.3%,3.03,A- (3.91)
,"Dominguez, Ricardo",36,89.5%,83.3%,3.03,A- (3.91)
,"Dominguez, Ricardo",36,89.5%,83.3%,3.03,A- (3.91)
,"Dominguez, Ricardo",36,89.5%,83.3%,3.03,A- (3.91)
,"Dominguez, Ricardo",36,89.5%,83.3%,3.03,A- (3.91)
,"Dominguez, Ricardo",36,89.5%,83.3%,3.03,A- (3.91)
,"Kelley, Jeff J",100,88.9%,96.3%,2.86,B+ (3.70)
,"Mehrmand, Elizabeth",79,72.4%,72.4%,4.79,B+ (3.69)
,"Mehrmand, Elizabeth",79,72.4%,72.4%,4.79,B+ (3.69)
,"Dominguez, Ricardo                 ",94,70.8%,87.5%,4.80,B+ (3.55)
,"Dominguez, Ricardo                 ",94,70.8%,87.5%,4.80,B+ (3.55)
,"Dick, Brian Douglas                ",152,74.2%,53.1%,4.77,B+ (3.64)
,"Dominguez, Ricardo            ",139,73.2%,78.9%,3.86,B+ (3.55)
CSE 158,"McAuley, Julian John",307,90.1%,93.3%,9.48,A- (3.75)
CSE 158,"McAuley, Julian John",307,90.1%,93.3%,9.48,A- (3.75)
CSE 158,"McAuley, Julian John",307,90.1%,93.3%,9.48,A- (3.75)
CSE 158,"McAuley, Julian John",307,90.1%,93.3%,9.48,A- (3.75)
CSE 158,"McAuley, Julian John",307,90.1%,93.3%,9.48,A- (3.75)
CSE 158,"McAuley, Julian John",307,90.1%,93.3%,9.48,A- (3.75)
CSE 158,"McAuley, Julian John",307,90.1%,93.3%,9.48,A- (3.75)
CSE 156,"Nakashole, Ndapandula",27,100.0%,100.0%,11.30,B- (2.91)
CSE 156,"Nakashole, Ndapandula",27,100.0%,100.0%,11.30,B- (2.91)
CSE 154,"Cottrell, Garrison W",93,89.5%,78.9%,14.76,B+ (3.48)
CSE 155,"Belongie, Serge J.                 ",14,100.0%,100.0%,11.64,N/A
CSE 152,"Kriegman, David J",71,65.2%,82.6%,11.28,B (3.11)
CSE 152,"Kriegman, David J",71,65.2%,82.6%,11.28,B (3.11)
CSE 152,"Kriegman, David J",71,65.2%,82.6%,11.28,B (3.11)
CSE 152,"Kriegman, David J",71,65.2%,82.6%,11.28,B (3.11)
,"Su, Hao",99,70.8%,54.2%,12.75,B (3.19)
,"Su, Hao",99,70.8%,54.2%,12.75,B (3.19)
,"Chandraker, Manmohan Krishna",53,86.7%,70.0%,9.33,B+ (3.45)
,"Ochoa, Benjamin Lawrence",149,89.7%,89.5%,11.27,B (3.04)
,"Ochoa, Benjamin Lawrence",149,89.7%,89.5%,11.27,B (3.04)
,"Ochoa, Benjamin Lawrence",149,89.7%,89.5%,11.27,B (3.04)
,"Ochoa, Benjamin Lawrence",149,89.7%,89.5%,11.27,B (3.04)
,"Kriegman, David J                  ",46,78.9%,83.3%,9.55,B- (2.80)
,"Kriegman, David J                  ",46,78.9%,83.3%,9.55,B- (2.80)
,"Kriegman, David J                  ",46,78.9%,83.3%,9.55,B- (2.80)
CSE 153,"Cottrell, Garrison W               ",14,80.0%,60.0%,7.70,N/A
CSE 150,"Gao, Sicun",301,98.8%,97.6%,7.88,A- (3.79)
CSE 150,"Gao, Sicun",301,98.8%,97.6%,7.88,A- (3.79)
,"Alvarado, Christine J.",131,93.8%,97.5%,11.50,B- (2.91)
,"Saul, Lawrence",120,97.6%,100.0%,9.01,B (3.12)
,"Saul, Lawrence",120,97.6%,100.0%,9.01,B (3.12)
,"Saul, Lawrence",120,97.6%,100.0%,9.01,B (3.12)
,"Saul, Lawrence",120,97.6%,100.0%,9.01,B (3.12)
,"Saul, Lawrence",120,97.6%,100.0%,9.01,B (3.12)
,"Saul, Lawrence",120,97.6%,100.0%,9.01,B (3.12)
,"Saul, Lawrence",120,97.6%,100.0%,9.01,B (3.12)
,"Cottrell, Garrison W",165,96.8%,84.1%,8.60,B (3.22)
,"Cottrell, Garrison W",165,96.8%,84.1%,8.60,B (3.22)
,"Cottrell, Garrison W",165,96.8%,84.1%,8.60,B (3.22)
,"Cottrell, Garrison W",165,96.8%,84.1%,8.60,B (3.22)
,"Langlois, Marina",148,93.4%,70.5%,8.84,B- (2.90)
,"Der, Matthew Francis",41,100.0%,100.0%,10.75,B (3.07)
,"Saul, Lawrence                     ",110,89.3%,94.7%,6.82,B- (2.95)
,"Saul, Lawrence                     ",110,89.3%,94.7%,6.82,B- (2.95)
,"Saul, Lawrence                     ",110,89.3%,94.7%,6.82,B- (2.95)
,"Saul, Lawrence                     ",110,89.3%,94.7%,6.82,B- (2.95)
,"Saul, Lawrence                ",24,95.2%,100.0%,6.50,B- (2.97)
CSE 151,"Berg-Kirkpatrick, Taylor D",137,97.1%,94.1%,7.56,B+ (3.32)
CSE 151,"Berg-Kirkpatrick, Taylor D",137,97.1%,94.1%,7.56,B+ (3.32)
,"Geumlek, Joseph Donald",34,100.0%,100.0%,8.83,B+ (3.34)
,"Geumlek, Joseph Donald",34,100.0%,100.0%,8.83,B+ (3.34)
,"Chaudhuri, Kamalika",201,91.7%,91.7%,7.69,B+ (3.69)
,"Chaudhuri, Kamalika",201,91.7%,91.7%,7.69,B+ (3.69)
,"Chaudhuri, Kamalika",201,91.7%,91.7%,7.69,B+ (3.69)
,"Chaudhuri, Kamalika",201,91.7%,91.7%,7.69,B+ (3.69)
,"Chaudhuri, Kamalika",201,91.7%,91.7%,7.69,B+ (3.69)
,"Chaudhuri, Kamalika",201,91.7%,91.7%,7.69,B+ (3.69)
,"Chaudhuri, Kamalika",201,91.7%,91.7%,7.69,B+ (3.69)
,"Chaudhuri, Kamalika",201,91.7%,91.7%,7.69,B+ (3.69)
,"Dasgupta, Sanjoy",174,94.0%,94.0%,6.09,B+ (3.63)
,"Dasgupta, Sanjoy",174,94.0%,94.0%,6.09,B+ (3.63)
,"Mangione-Tran, Carmine",113,84.2%,55.3%,7.85,B+ (3.66)
,"Chaudhuri, Kamalika                ",88,70.3%,66.7%,7.64,B (3.23)
,"Freund, Yoav                       ",45,85.0%,55.0%,5.40,A- (3.91)
,"Elkan, Charles Peter               ",14,90.0%,60.0%,7.90,N/A
,"Elkan, Charles Peter          ",22,80.0%,86.7%,7.57,B (3.07)
RELI 189,"Rahimi, Babak",8,100.0%,100.0%,10.50,N/A
RELI 189,"Rahimi, Babak",8,100.0%,100.0%,10.50,N/A
,"Cohen, Richard S.",10,100.0%,100.0%,6.83,N/A
,"Cohen, Richard S.",10,100.0%,100.0%,6.83,N/A
,"Kalleres, Dayna                    ",17,75.0%,100.0%,2.50,N/A
,"Kalleres, Dayna                    ",17,75.0%,100.0%,2.50,N/A
,"Rahimi, Babak                      ",16,100.0%,100.0%,4.50,N/A
MATH 130B,"Wenzl, Hans G",7,50.0%,100.0%,6.50,N/A
,"Ni, Lei",10,100.0%,87.5%,5.75,N/A
,"Li, Bo",14,85.7%,100.0%,6.21,N/A
,"Li, Bo",14,85.7%,100.0%,6.21,N/A
,"Meyer, David A.                    ",8,83.3%,83.3%,8.50,N/A
,"Rabin, Jeffrey Mark                ",28,94.1%,94.1%,7.68,B- (2.88)
,"Sterbenz, Jacob                    ",18,66.7%,66.7%,6.72,N/A
,"Rabin, Jeffrey Mark           ",12,100.0%,100.0%,5.77,N/A
RELI 188,"Kalleres, Dayna",38,100.0%,71.4%,3.50,A- (3.80)
RELI 188,"Kalleres, Dayna",38,100.0%,71.4%,3.50,A- (3.80)
RELI 188,"Kalleres, Dayna",38,100.0%,71.4%,3.50,A- (3.80)
RELI 188,"Kalleres, Dayna",38,100.0%,71.4%,3.50,A- (3.80)
RELI 188,"Kalleres, Dayna",38,100.0%,71.4%,3.50,A- (3.80)
RELI 188,"Kalleres, Dayna",38,100.0%,71.4%,3.50,A- (3.80)
RELI 188,"Kalleres, Dayna",38,100.0%,71.4%,3.50,A- (3.80)
RELI 188,"Kalleres, Dayna",38,100.0%,71.4%,3.50,A- (3.80)
RELI 188,"Kalleres, Dayna",38,100.0%,71.4%,3.50,A- (3.80)
,"Jassal, Aftab",31,92.6%,96.3%,3.91,A- (3.86)
,"Lewis, Leslie R                    ",27,100.0%,100.0%,6.33,B+ (3.57)
,"Henaff, Marcel                     ",24,91.7%,75.0%,5.67,B+ (3.67)
,"Kalleres, Dayna                    ",36,100.0%,100.0%,6.74,B+ (3.36)
,"Slavet, Eliza Farro                ",28,48.0%,56.0%,3.75,B+ (3.30)
,"Slavet, Eliza Farro",28,85.7%,81.0%,4.41,B (3.16)
,"duBois, Page Ann                   ",39,96.0%,100.0%,3.73,B (3.24)
SOCI 192,"Rona-Tas, Akos                     ",16,93.3%,93.3%,1.64,N/A
,"Evans, Ivan T                 ",19,100.0%,100.0%,1.50,N/A
,"Klatch, Rebecca               ",10,100.0%,100.0%,1.83,N/A
POLI 140D,"Wong, Tak Kei",141,94.3%,94.1%,4.79,B+ (3.54)
POLI 140D,"Wong, Tak Kei",141,94.3%,94.1%,4.79,B+ (3.54)
POLI 140D,"Wong, Tak Kei",141,94.3%,94.1%,4.79,B+ (3.54)
POLI 140D,"Wong, Tak Kei",141,94.3%,94.1%,4.79,B+ (3.54)
POLI 140D,"Wong, Tak Kei",141,94.3%,94.1%,4.79,B+ (3.54)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
MMW 15,"Chang, Edmond Yi-Teh",110,79.2%,100.0%,5.54,B+ (3.61)
